search_item,search_lat,search_lon,URL,url_lat,url_lon,distance_km,within_7km,Name,Address,Website,,Phone,Store_Type,Operating_Status,Operating_Hours,Rating,Permanently_Closed,Latitude,Longitude
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Veronica+Studies+%7C+Immigration+Consultancy+%26+Study+Visa+-+Educational+Consultant+in+Greater+kailash/data=!4m7!3m6!1s0x390ce3cb2c955555:0x33cfdd43dc8a9e43!8m2!3d28.5534309!4d77.2406051!16s%2Fg%2F11v0tndhtj!19sChIJVVWVLMvjDDkRQ56K3EPdzzM?authuser=0&hl=en&rclk=1,28.5534309,77.2406051,1.64,YES,Veronica Studies | Immigration Consultancy & Study Visa - Educational Consultant in Greater kailash,"HS-21 1F, Kailash Colony Market, near Kailash Colony Metro Station, Greater Kailash-1, Kailash Colony, Greater Kailash, New Delhi, Delhi 110048",https://veronicastudies.in/,8800492200,8800492200,Educational consultant,Open,Opens 10 am,5,No,28.5534309,77.2406051
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Visas+Centric/data=!4m7!3m6!1s0x390ce1507baa9ef1:0xb8972738e4c93f4a!8m2!3d28.5278351!4d77.2201834!16s%2Fg%2F11shcsrlc4!19sChIJ8Z6qe1DhDDkRSj_J5Dgnl7g?authuser=0&hl=en&rclk=1,28.5278351,77.2201834,2.2,YES,Visas Centric,"Salcon, 501 & 501A, Rasvilas, Pamposh Enclave, District Centre, Sector 6, Saket, New Delhi, Delhi 110017",https://visascentric.com/,8128120092,8128120092,Educational consultant,Open,Opens 10 am,4.6,No,28.5278351,77.2201834
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Vishvas+School+of+Languages/data=!4m7!3m6!1s0x390ce25373e491d5:0xd40f998117f5b9de!8m2!3d28.572633!4d77.238077!16s%2Fg%2F11cnn53924!19sChIJ1ZHkc1PiDDkR3rn1F4GZD9Q?authuser=0&hl=en&rclk=1,28.572633,77.238077,3.77,YES,Vishvas School of Languages,"Close to, Lajpat Nagar Metro Station, B-20, Block B, Lajpat Nagar II, Lajpat Nagar, New Delhi, Delhi 110024",http://www.spokenenglishclub.com/,9810974550,9810974550,English language school,Open,Opens 6 am,4.9,No,28.572633,77.238077
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,"https://www.google.com/maps/place/Western+Overseas+Delhi+%7C+Study+Visa,+PR,+Tourist+Visa,+Work+Visa,+IELTS,+PTE,+TOEFL,+German,+French/data=!4m7!3m6!1s0x390ce3a50a65b4a1:0x60e070be45b9c4e0!8m2!3d28.5508427!4d77.2503073!16s%2Fg%2F11kqvrdl92!19sChIJobRlCqXjDDkR4MS5Rb5w4GA?authuser=0&hl=en&rclk=1",28.5508427,77.2503073,1.75,YES,"Western Overseas Delhi | Study Visa, PR, Tourist Visa, Work Visa, IELTS, PTE, TOEFL, German, French","S-2 Level, International Trade Tower, Block E, Nehru Place, New Delhi, Delhi 110019",https://western-overseas.com/,9996990053,9996990053,Educational consultant,Open,Opens 9:30 am,4.9,No,28.5508427,77.2503073
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Wisdom+Mart/data=!4m7!3m6!1s0x390ce20d3cd08137:0xce11744db1716f77!8m2!3d28.5520017!4d77.2038874!16s%2Fg%2F1tcxy63r!19sChIJN4HQPA3iDDkRd29xsU10Ec4?authuser=0&hl=en&rclk=1,28.5520017,77.2038874,3.72,YES,Wisdom Mart,"202, 207, Sri Aurobindo Marg, Hauz Khas, New Delhi, Delhi 110016",https://wisdommart.com/,9873629442,9873629442,Educational consultant,Open,Opens 11 am,4.5,No,28.5520017,77.2038874
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Wizardz+Overseas+%7C+Best+Study+Abroad+Consultancy+in+New+Delhi+%7C+Premium+Universities/data=!4m7!3m6!1s0x390d1d11e7dfd111:0x8271055cc77e85da!8m2!3d28.5713445!4d77.2142149!16s%2Fg%2F11pvcswjq5!19sChIJEdHf5xEdDTkR2oV-x1wFcYI?authuser=0&hl=en&rclk=1,28.5713445,77.2142149,4.35,YES,Wizardz Overseas | Best Study Abroad Consultancy in New Delhi | Premium Universities,"Tower 13, B-1, Block C, East Kidwai Nagar, Kidwai Nagar, New Delhi, Delhi 110023",http://www.wizardzoverseas.com/,9310888164,9310888164,Educational consultant,Open,Opens 9:30 am,4.9,No,28.5713445,77.2142149
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/YES+Germany+Delhi+-+Study+In+Germany+Consultant+%7C+Study+Abroad+Consultant+In+Delhi+%7C+German+Language+Classes/data=!4m7!3m6!1s0x390cdc3007a91393:0x5f40fbee609fa9db!8m2!3d28.5475125!4d77.2523833!16s%2Fg%2F11bv3r1swr!19sChIJkxOpBzDcDDkR26mfYO77QF8?authuser=0&hl=en&rclk=1,28.5475125,77.2523833,1.64,YES,YES Germany Delhi - Study In Germany Consultant | Study Abroad Consultant In Delhi | German Language Classes,"1215, 12th Floor, Modi Tower, Nehru Place, New Delhi, Delhi 110019",http://www.yesgermany.com/,8070606070,8070606070,Educational consultant,Closed,Not Found,4.8,No,28.5475125,77.2523833
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,https://www.google.com/maps/place/Ace+With+Ielts/data=!4m7!3m6!1s0x390ce3cc77ebffff:0xb17dc5aa9b8f14ac!8m2!3d28.5513184!4d77.2441237!16s%2Fg%2F11s78cwqqt!19sChIJ___rd8zjDDkRrBSPm6rFfbE?authuser=0&hl=en&rclk=1,28.5513184,77.2441237,1.49,YES,,,,0,,,,,,,,
"IELTS Coaching or Tuition Institutes in C R Park, Delhi",28.5387663,77.2388973,"https://www.google.com/maps/place/American+Institute+Of+English+Language+-spoken+English+language,+PTE+,IELTS/data=!4m7!3m6!1s0x390ce15ffb722ff9:0xe585c71826148f5f!8m2!3d28.5348322!4d77.2599454!16s%2Fg%2F11b8v9vy6x!19sChIJ-S9y-1_hDDkRX48UJhjHheU?authuser=0&hl=en&rclk=1",28.5348322,77.2599454,2.1,YES,,,http://www.aiel.in/,9811417145,9811417145,Not Found,Not Found,Not Found,Not Found,No,28.5348322,77.2599454
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,https://www.google.com/maps/place/AK+Coaching+%7C+Entrance+Prep+Solution/data=!4m7!3m6!1s0x390d034446400027:0xf37ff80cf7106585!8m2!3d28.6252263!4d77.1120747!16s%2Fg%2F11bttf4hrm!19sChIJJwBARkQDDTkRhWUQ9wz4f_M?authuser=0&hl=en&rclk=1,28.6252263,77.1120747,6.05,YES,AK Coaching | Entrance Prep Solution,"Hari Nagar Clock Tower, C-129, Nanak Pura, Hari Nagar, New Delhi, Delhi, 110064",https://www.akcoachingcentre.com/,9811133707,9811133707,Coaching Center,Open,Opens 9 am,4.6,No,28.6252263,77.1120747
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,https://www.google.com/maps/place/Best+English+Speaking+Classes+Delhi%2F+IELTS%2F+TOEFL+Institute-+WizMantra+Spoken+Online/data=!4m7!3m6!1s0x390d02853aaaaaab:0xfb302382a92b9480!8m2!3d28.6553925!4d77.1852162!16s%2Fg%2F11f553zg25!19sChIJq6qqOoUCDTkRgJQrqYIjMPs?authuser=0&hl=en&rclk=1,28.6553925,77.1852162,6.99,YES,Best English Speaking Classes Delhi/ IELTS/ TOEFL Institute- WizMantra Spoken Online,"4th Floor, B-17/10, Block 9, Dev Nagar, Karol Bagh, Delhi, 110005",https://www.wizmantra.com/,8826083900,8826083900,Training center,Open,Opens 8 am,4.3,No,28.6553925,77.1852162
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,https://www.google.com/maps/place/British+Council/data=!4m7!3m6!1s0x390cfd337dcfbf97:0x85ce45e0a4f972e6!8m2!3d28.6271013!4d77.2225856!16s%2Fg%2F1td5pnk8!19sChIJl7_PfTP9DDkR5nL5pOBFzoU?authuser=0&hl=en&rclk=1,28.6271013,77.2225856,6.73,YES,British Council,"17, KG Marg, Atul Grove Road, Janpath, Connaught Place, New Delhi, Delhi 110001",https://www.britishcouncil.in/,1169032222,1169032222,English language school,Open,Opens 10 am,4.3,No,28.6271013,77.2225856
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,https://www.google.com/maps/place/British+Institute./data=!4m7!3m6!1s0x390d1d1279d05281:0xd532703741c800a9!8m2!3d28.6081203!4d77.1025717!16s%2Fg%2F11gxjypb36!19sChIJgVLQeRIdDTkRqQDIQTdwMtU?authuser=0&hl=en&rclk=1,28.6081203,77.1025717,6.15,YES,British Institute.,"Lane no-5,near aggarwal street corner.pankha road, janakpuri, Vashist Park, Sagar Pur, Delhi, 110046",Not Found,1135582462,1135582462,English language school,Open,Opens 9 am,4.9,No,28.6081203,77.1025717
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,https://www.google.com/maps/place/Career+Companion+Institute+Mahipalpur/data=!4m7!3m6!1s0x390d1dce11e0f797:0xa4dca0799980a84c!8m2!3d28.5451633!4d77.1280313!16s%2Fg%2F11v0y_7bpf!19sChIJl_fgEc4dDTkRTKiAmXmg3KQ?authuser=0&hl=en&rclk=1,28.5451633,77.1280313,6.59,YES,Career Companion Institute Mahipalpur,"H. No. 844, Basement, Main, Vasant Kunj Rd, Block A, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110037",https://careercompanion.in/best-computer-courses-spoken-english-institute-in-mahipalpur-delhi/,9990733780,9990733780,Software Training Institute,Open,Opens 8 am,5,No,28.5451633,77.1280313
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,"https://www.google.com/maps/place/DR.RASHPAL+BHARADHWAJ+POONAWALA%27S+BACH+FLOWER+REMEDY+Therapist+%26+Trainer,+IELTS,+ADVANCE+ENGLISH+CLASS+corporates./data=!4m7!3m6!1s0x390d04cfee51770d:0xd37ae5545f6db925!8m2!3d28.6081437!4d77.0955181!16s%2Fg%2F11c5bf4w12!19sChIJDXdR7s8EDTkRJbltX1TletM?authuser=0&hl=en&rclk=1",28.6081437,77.0955181,6.82,YES,"DR.RASHPAL BHARADHWAJ POONAWALA'S BACH FLOWER REMEDY Therapist & Trainer, IELTS, ADVANCE ENGLISH CLASS corporates.","NO.18, INDIRA PARK, RZ 100, EAST GALI, near RADHASWAMI DAIRY, UTTAM NAGAR, Sagar Pur, Delhi, 110059",https://www.viorbachtherapy.com/t/drrashpal-singh-bharadhwaj,9911983286,9911983286,English language school,Closed,Not Found,5,No,28.6081437,77.0955181
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,https://www.google.com/maps/place/Emjay+Coaching/data=!4m7!3m6!1s0x390cfd67c78d795d:0x6ae9e6e49594599d!8m2!3d28.6471876!4d77.2046105!16s%2Fg%2F11gdkwvyr0!19sChIJXXmNx2f9DDkRnVmUleTm6Wo?authuser=0&hl=en&rclk=1,28.6471876,77.2046105,7,YES,Emjay Coaching,"4, Mezzanine Floor, OFFICE, Jhandewalan, Flatted Factory Complex A, New Delhi, Delhi 110055",http://www.emjaycoaching.com/,9891698364,9891698364,Educational consultant,Closed,Not Found,4.9,No,28.6471876,77.2046105
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,https://www.google.com/maps/place/Emjay+Coaching+%7C+Best+IELTS+Coaching+in+Delhi/data=!4m7!3m6!1s0x390d038ad3402ab9:0x99f43e61169801e3!8m2!3d28.64151!4d77.172798!16s%2Fg%2F11stw339tv!19sChIJuSpA04oDDTkR4wGYFmE-9Jk?authuser=0&hl=en&rclk=1,28.64151,77.172798,5.2,YES,Emjay Coaching | Best IELTS Coaching in Delhi,"First Floor, 3378, Pusa Wall St, South Patel Nagar, Block 5, Patel Nagar, New Delhi, Delhi 110060",http://www.emjaycoaching.com/,9891698364,9891698364,Educational consultant,Closed,Not Found,5,No,28.64151,77.172798
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,https://www.google.com/maps/place/EnglishMate+-+English+Speaking+Institute+In+Patel+Nagar/data=!4m7!3m6!1s0x390d02eb049a682b:0x6eb10384302000e9!8m2!3d28.6449096!4d77.169207!16s%2Fg%2F11cpg9y_h9!19sChIJK2iaBOsCDTkR6QAgMIQDsW4?authuser=0&hl=en&rclk=1,28.6449096,77.169207,5.53,YES,EnglishMate - English Speaking Institute In Patel Nagar,"2/15, 2nd Floor, Adjacent to Patel Nagar Metro Station,West Patel Nagar, New Delhi, Delhi 110008",Not Found,8287382873,8287382873,English language school,Open,Opens 7 am,4.6,No,28.6449096,77.169207
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,https://www.google.com/maps/place/ENGLITUTE/data=!4m7!3m6!1s0x390d038c264e113b:0x2472f3fe3868d252!8m2!3d28.6450409!4d77.1704546!16s%2Fg%2F11kq286zpw!19sChIJOxFOJowDDTkRUtJoOP7zciQ?authuser=0&hl=en&rclk=1,28.6450409,77.1704546,5.56,YES,ENGLITUTE,"Basement, 3/8, Block 3, East Patel Nagar, Patel Nagar, New Delhi, Delhi 110008",https://englitute.com/,9871210257,9871210257,Coaching Center,Open,Opens 10 am,4.9,No,28.6450409,77.1704546
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,https://www.google.com/maps/place/ExploreU+%7C+The+best+institute+of+Personality+Development/data=!4m7!3m6!1s0x390d03a3eff7da23:0x237520cfdc566587!8m2!3d28.6454097!4d77.1679539!16s%2Fg%2F11mdsfsvty!19sChIJI9r376MDDTkRh2VW3M8gdSM?authuser=0&hl=en&rclk=1,28.6454097,77.1679539,5.58,YES,ExploreU | The best institute of Personality Development,"Shop No.59, First Floor, Block 8, South Patel Nagar, New Delhi, Delhi 110008",https://www.exploreu.in/,9773750696,9773750696,Training center,Open,Opens 9 am,4.8,No,28.6454097,77.1679539
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,https://www.google.com/maps/place/Fateh+Education/data=!4m7!3m6!1s0x1467f665caa3069d:0x9d6bed6295b1cdb7!8m2!3d28.6456767!4d77.1686666!16s%2Fg%2F11b5wch63f!19sChIJnQajymX2ZxQRt82xlWLta50?authuser=0&hl=en&rclk=1,28.6456767,77.1686666,5.61,YES,Fateh Education,"2/11, W Patel Nagar Rd, opposite metro pillar no. 189, Block 2, East Patel Nagar, Patel Nagar, Delhi, New Delhi, Delhi 110008",http://www.fateheducation.com/,1169058900,1169058900,Educational consultant,Open,Opens 10 am,4.9,No,28.6456767,77.1686666
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,https://www.google.com/maps/place/GoToUniversity/data=!4m7!3m6!1s0x390cfd5ba8685705:0x772ce994eff3a684!8m2!3d28.629375!4d77.2222586!16s%2Fg%2F11fnnxfh1q!19sChIJBVdoqFv9DDkRhKbz75TpLHc?authuser=0&hl=en&rclk=1,28.629375,77.2222586,6.84,YES,GoToUniversity,"Building 1202, Kailash, 26 KG Marg, 1, New Delhi, Delhi 110001",https://www.gotouniversity.in/,8595371317,8595371317,Educational consultant,Open,Opens 10 am,4.8,No,28.629375,77.2222586
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,https://www.google.com/maps/place/Hour+of+Excellence/data=!4m7!3m6!1s0x390d03050be2f18d:0x5f1dac25075126ed!8m2!3d28.6422269!4d77.1175634!16s%2Fg%2F11ly0m7m8v!19sChIJjfHiCwUDDTkR7SZRByWsHV8?authuser=0&hl=en&rclk=1,28.6422269,77.1175634,6.9,YES,Hour of Excellence,"Nehru Market, J-7/80E, Block J, Rajouri Garden Extension, Rajouri Garden, New Delhi, Delhi, 110027",http://hourofexcellence.business.site/,9773935445,9773935445,Coaching Center,Open,Opens 11 am,5,No,28.6422269,77.1175634
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,https://www.google.com/maps/place/IELTS+By+Tina/data=!4m7!3m6!1s0x390d03f283c234cf:0xd158fbe4cea51911!8m2!3d28.6450931!4d77.122413!16s%2Fg%2F11tsqxf5b0!19sChIJzzTCg_IDDTkRERmlzuT7WNE?authuser=0&hl=en&rclk=1,28.6450931,77.122413,6.85,YES,IELTS By Tina,"j5, nehru market, 94, Rajouri Garden Marg, near j block, near gurduara, Block J-5, gurduara, Rajouri Garden, New Delhi, Delhi, 110027",Not Found,8860413866,8860413866,Education center,Open,Opens 8 am,5,No,28.6450931,77.122413
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,https://www.google.com/maps/place/SIMLISH+:+by+Simran+Kaur/data=!4m7!3m6!1s0x390d038aab2f31a7:0xb28fedac01eb08d0!8m2!3d28.649786!4d77.1298763!16s%2Fg%2F11t1c64vx4!19sChIJpzEvq4oDDTkR0AjrAaztj7I?authuser=0&hl=en&rclk=1,28.649786,77.1298763,6.9,YES,SIMLISH : by Simran Kaur,"B-39/13, Ground floor , double storeyed, Ramesh Nagar, New Delhi, Delhi 110015",https://www.instagram.com/simlish._/,9899129291,9899129291,Educational institution,Open,Opens 10 am,5,No,28.649786,77.1298763
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,https://www.google.com/maps/place/Simpli+English-+Online+English+Speaking+Course+Delhi/data=!4m7!3m6!1s0x390d036b27c35a9f:0x51fb7834ec0e0b68!8m2!3d28.6563798!4d77.1665405!16s%2Fg%2F11mvxbsbc8!19sChIJn1rDJ2sDDTkRaAsO7DR4-1E?authuser=0&hl=en&rclk=1,28.6563798,77.1665405,6.79,YES,Simpli English- Online English Speaking Course Delhi,"35/36 Second Floor, West Patel Nagar, New Delhi, Delhi 110008",https://simplienglish.com/,7837712314,7837712314,English language school,Open,Not Found,4.9,No,28.6563798,77.1665405
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,https://www.google.com/maps/place/TC+Global+-+West+Delhi+%28The+Chopras%29/data=!4m7!3m6!1s0x1467f5dfd239f765:0x12faa882304bf9ef!8m2!3d28.6446315!4d77.126932!16s%2Fg%2F1t_wmr39!19sChIJZfc50t_1ZxQR7_lLMIKo-hI?authuser=0&hl=en&rclk=1,28.6446315,77.126932,6.56,YES,TC Global - West Delhi (The Chopras),"2nd floor C, 4, Ring Rd, above Haldiram’s, Block C, Rajouri Garden, New Delhi, Delhi, 110027",https://tcglobal.com/,1143810000,1143810000,Educational consultant,Open,Opens 10 am,4.6,No,28.6446315,77.126932
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,https://www.google.com/maps/place/Texas+Review/data=!4m7!3m6!1s0x390d03ac9c3e4a45:0x6e1ac89a54317df5!8m2!3d28.6482592!4d77.1256398!16s%2Fg%2F11tmr9qt1z!19sChIJRUo-nKwDDTkR9X0xVJrIGm4?authuser=0&hl=en&rclk=1,28.6482592,77.1256398,6.97,YES,Texas Review,"A-33&34, First floor, Ring Rd, Block A, Rajouri Garden, New Delhi, Delhi 110027",https://www.texasreview.in/,8448017729,8448017729,Educational consultant,Open,Opens 8 am,4.9,No,28.6482592,77.1256398
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,https://www.google.com/maps/place/The+Oxford+Academy+-+English+Speaking+Course+in+English+Tuition+Classes+I+English+Institute/data=!4m7!3m6!1s0x390cfd611977c36f:0xa73b951708d7b95d!8m2!3d28.6480201!4d77.1985613!16s%2Fg%2F11bzrfrjyx!19sChIJb8N3GWH9DDkRXbnXCBeVO6c?authuser=0&hl=en&rclk=1,28.6480201,77.1985613,6.76,YES,The Oxford Academy - English Speaking Course in English Tuition Classes I English Institute,"2nd Floor, T-2387, Faiz Rd, opposite Jaggi Hotel, Block T, Naiwala, Karol Bagh, New Delhi, Delhi, 110005",https://oxfordacademydelhi.com/,8178485348,8178485348,Educational institution,Closed,Not Found,4.9,No,28.6480201,77.1985613
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,https://www.google.com/maps/place/Verbalhub/data=!4m7!3m6!1s0x390cfd67785cfc07:0x8e60f4e264df069e!8m2!3d28.6446855!4d77.2012267!16s%2Fg%2F11q499vn6v!19sChIJB_xceGf9DDkRngbfZOL0YI4?authuser=0&hl=en&rclk=1,28.6446855,77.2012267,6.58,YES,Verbalhub,"Office 1 Ground Floor, Moti Bhawan, 2E/6, Block E 2, Jhandewalan Extension, Karol Bagh, New Delhi, Delhi 110055",https://www.verbalhub.com/,7827040357,7827040357,Education center,Closed,Not Found,4.8,No,28.6446855,77.2012267
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,https://www.google.com/maps/place/WHIZ+ACADEMY/data=!4m7!3m6!1s0x390d035a4eaaaa97:0xfc64ffbe7620974e!8m2!3d28.6248928!4d77.1108776!16s%2Fg%2F11f15jwps8!19sChIJl6qqTloDDTkRTpcgdr7_ZPw?authuser=0&hl=en&rclk=1,28.6248928,77.1108776,6.13,YES,WHIZ ACADEMY,"Nanak Pura, Hari Nagar, New Delhi, Delhi, 110064",Not Found,9971949088,9971949088,English language school,Open,Opens 9 am,4.9,No,28.6248928,77.1108776
"IELTS Coaching or Tuition Institutes in Chanakyapuri, Delhi",28.5953724,77.1638949,https://www.google.com/maps/place/Zenit+Excelencia/data=!4m7!3m6!1s0x390d190d8c15ea3f:0x58342b427226f037!8m2!3d28.6277705!4d77.2217526!16s%2Fg%2F11h89djz8c!19sChIJP-oVjA0ZDTkRN_AmckIrNFg?authuser=0&hl=en&rclk=1,28.6277705,77.2217526,6.7,YES,Zenit Excelencia,"602, Block A Naurang House, 21, KG Marg, Connaught Place, New Delhi, Delhi 110001",https://www.zenitexcelencia.com/,9711630475,9711630475,Educational institution,Open,Opens 9 am,4.8,No,28.6277705,77.2217526
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,https://www.google.com/maps/place/AL+SAMAD+CLASSES/data=!4m7!3m6!1s0x390ce3242512bbe1:0x1b46c9cb558bbb46!8m2!3d28.571134!4d77.2796537!16s%2Fg%2F11pghsbx9k!19sChIJ4bsSJSTjDDkRRruLVcvJRhs?authuser=0&hl=en&rclk=1,28.571134,77.2796537,6.59,YES,AL SAMAD CLASSES,"ground floor, R-198, SHAN MANZIL, near Al Taqwa Masjid, Jogabai Extension, Jamia Nagar, Okhla, New Delhi, Delhi 110025",Not Found,9953750030,9953750030,Coaching Center,Open,Opens 9 am,5,No,28.571134,77.2796537
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,https://www.google.com/maps/place/BAFEL/data=!4m7!3m6!1s0x390ce22f6013e5c7:0xdfa3e17d9749ff31!8m2!3d28.539938!4d77.229089!16s%2Fg%2F11dy7brm18!19sChIJx-UTYC_iDDkRMf9Jl33ho98?authuser=0&hl=en&rclk=1,28.539938,77.229089,0.6,YES,BAFEL,"583, First floor, Main Market, Chirag Delhi, Above Kajaria Showroom, New Delhi, Delhi 110017",http://www.bafel.co.in/,1149090701,1149090701,Education center,Closed,Not Found,4.4,No,28.539938,77.229089
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,https://www.google.com/maps/place/Care+World+Immigration/data=!4m7!3m6!1s0x390ce160745f855d:0x5620a953f93615fb!8m2!3d28.560462!4d77.2796634!16s%2Fg%2F11pv2bgm_7!19sChIJXYVfdGDhDDkR-xU2-VOpIFY?authuser=0&hl=en&rclk=1,28.560462,77.2796634,6.03,YES,Care World Immigration,"TA Main, Okhla Rd, Jamia Millia Islamia, Tughlakabad Extension, Okhla, New Delhi, Delhi 110025",https://careworldimmigration.com/,9599136029,9599136029,Consultant,Open,Opens 10 am,4.6,No,28.560462,77.2796634
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,https://www.google.com/maps/place/Charms+Education+%26+Immigration+Services/data=!4m7!3m6!1s0x390d0372aa32dc7d:0x2d6198a9ede307e6!8m2!3d28.5499013!4d77.2535322!16s%2Fg%2F11b76brsjq!19sChIJfdwyqnIDDTkR5gfj7amYYS0?authuser=0&hl=en&rclk=1,28.5499013,77.2535322,3.22,YES,Charms Education & Immigration Services,"Spring Board 91, Chandra Bhawan 67 - 68, 3rd Floor, Nehru Place, New Delhi, Delhi 110019",http://www.charms.co.in/,8929099989,8929099989,Educational consultant,Closed,Not Found,4.8,No,28.5499013,77.2535322
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,https://www.google.com/maps/place/EduCoach+Services/data=!4m7!3m6!1s0x390ce393731bfdaf:0xe1848dd804fad6dc!8m2!3d28.541129!4d77.2185097!16s%2Fg%2F11f0whvgrv!19sChIJr_0bc5PjDDkR3Nb6BNiNhOE?authuser=0&hl=en&rclk=1,28.541129,77.2185097,0.51,YES,EduCoach Services,"Third Floor, S318A, Sadhna Enclave, Panchsheel Park, New Delhi, Delhi 110017",http://educoach.in/,9818211047,9818211047,Consultant,Open,Opens 10 am,4.3,No,28.541129,77.2185097
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,https://www.google.com/maps/place/EnglishAhead+Education+%26+Training/data=!4m7!3m6!1s0x390d1946a3707e19:0xccbc6452a2dca0bc!8m2!3d28.519507!4d77.2066884!16s%2Fg%2F11hbc474cy!19sChIJGX5wo0YZDTkRvKDcolJkvMw?authuser=0&hl=en&rclk=1,28.519507,77.2066884,2.68,YES,EnglishAhead Education & Training,"DDA Market, IGNOU Road Crossing, Mehrauli - Badarpur Rd, near Anupam Apartments, Saidulajab, Saket, New Delhi, Delhi 110068",Not Found,9953701580,9953701580,English language school,Open,Not Found,2,No,28.519507,77.2066884
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,https://www.google.com/maps/place/Envision+Overseas+Education+Consultants+-+Delhi/data=!4m7!3m6!1s0x390ce347444e2353:0xd5b32c95511613b7!8m2!3d28.5504719!4d77.2500395!16s%2Fg%2F11rtlzjpjr!19sChIJUyNOREfjDDkRtxMWUZUss9U?authuser=0&hl=en&rclk=1,28.5504719,77.2500395,2.93,YES,Envision Overseas Education Consultants - Delhi,"International Trade Towers, 410, Nehru Place, New Delhi, Delhi 110019",https://www.envisionoverseas.in/,9920715900,9920715900,Educational consultant,Open,Opens 10 am,4.6,No,28.5504719,77.2500395
"IELTS Coaching or Tuition Institutes in Chirag Delhi, Delhi",28.5388873,77.2230551,https://www.google.com/maps/place/Geetanjali+Education+Point/data=!4m7!3m6!1s0x390ce35c5391f893:0x86e154fbc58a671a!8m2!3d28.576825!4d77.22234!16s%2Fg%2F11gh9q7q58!19sChIJk_iRU1zjDDkRGmeKxftU4YY?authuser=0&hl=en&rclk=1,28.576825,77.22234,4.22,YES,Geetanjali Education Point,"9, South Extension I, Aliganj, Kotla Mubarakpur, New Delhi, Delhi 110003",http://www.geetanjalieducationpoint.com/,9205967981,9205967981,Education center,Open,Opens 8 am,4.9,No,28.576825,77.22234
